"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,475.00","BTC","1","$0.95","($95.89)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,480.00","STC","1","$0.82","$81.11"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,475.00","BTC","1","$1.02","($102.98)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,385.00","STC","4","$0.52","$204.44"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,390.00","BTC","4","$0.67","($271.56)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,385.00","STC","1","$0.63","$62.11"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,390.00","BTC","1","$0.78","($78.89)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,385.00","BTO","5","$3.07","($1,539.90)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,390.00","STO","5","$3.62","$1,805.10"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,355.00","STC","5","$1.07","$530.10"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,360.00","BTC","5","$1.27","($639.90)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,480.00","BTO","5","$3.05","($1,529.90)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,475.00","STO","5","$3.65","$1,820.10"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,355.00","BTO","5","$4.70","($2,354.90)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,360.00","STO","5","$5.40","$2,695.10"
"5/14/2026","5/14/2026","5/15/2026","SPXW","Option Expiration for SPXW 5/14/2026 Call $7,525.00","OEXP","9S","",""
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","1","$0.05","($5.89)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","1","$0.05","($5.89)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","1","$0.05","($5.89)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","1","$0.05","($5.89)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","5","$0.05","($29.45)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","STC","3","$0.10","$27.33"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","BTC","3","$0.15","($47.67)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","STC","1","$0.10","$9.11"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","STC","1","$0.10","$9.11"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","BTC","2","$0.15","($31.78)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,525.00","BTO","5","$0.47","($239.45)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","STO","5","$0.87","$430.55"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,470.00","STC","4","$0.15","$56.44"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,475.00","BTC","4","$0.20","($83.56)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","BTO","5","$1.27","($639.90)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","STO","5","$1.82","$905.10"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","STC","4","$2.17","$864.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","BTC","4","$3.57","($1,431.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,525.00","BTO","4","$0.62","($251.56)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","STO","4","$0.97","$384.44"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","BTO","4","$1.20","($483.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","STO","4","$1.90","$756.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,470.00","BTO","4","$2.12","($851.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,475.00","STO","4","$2.92","$1,164.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","STC","4","$4.20","$1,676.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","BTC","4","$5.60","($2,243.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,525.00","STC","4","$0.37","$144.44"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","4","$0.57","($231.56)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,525.00","BTO","4","$1.10","($443.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","STO","4","$1.70","$676.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","BTO","1","$1.65","($165.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","STO","1","$2.30","$229.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","BTO","1","$1.65","($165.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","STO","1","$2.30","$229.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","BTO","1","$1.65","($165.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","STO","1","$2.30","$229.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,480.00","BTO","1","$1.65","($165.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,485.00","STO","1","$2.30","$229.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","STC","2","$2.82","$562.04"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","BTC","2","$4.27","($855.96)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","STC","1","$2.85","$284.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","BTC","1","$4.30","($430.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","STC","1","$2.85","$284.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","BTC","1","$4.30","($430.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","STC","4","$0.82","$324.44"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","BTC","4","$1.07","($431.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","STO","1","$3.55","$354.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","BTO","1","$2.85","($285.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","STO","1","$3.55","$354.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","BTO","1","$2.85","($285.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","STO","1","$3.55","$354.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","BTO","1","$2.85","($285.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","STO","1","$3.55","$354.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","BTO","1","$2.85","($285.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","BTO","3","$1.27","($383.94)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","STO","3","$1.97","$588.06"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","BTO","1","$1.25","($125.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","STO","1","$1.95","$194.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,495.00","BTC","4","$5.90","($2,363.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,490.00","STC","4","$4.55","$1,816.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,535.00","STC","4","$0.62","$244.44"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,530.00","BTC","4","$1.02","($411.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,490.00","BTO","4","$2.43","($975.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,495.00","STO","4","$3.13","$1,248.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,535.00","BTO","4","$1.67","($671.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,530.00","STO","4","$2.57","$1,024.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,525.00","STC","4","$3.05","$1,216.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","BTC","4","$4.45","($1,783.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,475.00","BTC","1","$2.77","($277.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,470.00","STC","1","$2.27","$226.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,475.00","BTC","1","$2.80","($280.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,470.00","STC","1","$2.30","$229.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","STC","2","$1.72","$342.04"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","BTC","2","$2.07","($415.96)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,525.00","BTO","4","$2.03","($815.92)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,520.00","STO","4","$2.93","$1,168.08"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,470.00","BTO","2","$4.30","($861.96)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,475.00","STO","2","$5.30","$1,058.04"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","STC","1","$3.43","$342.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","BTC","1","$4.83","($483.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","STC","1","$3.43","$342.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","BTC","1","$4.83","($483.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,460.00","BTO","2","$3.57","($715.96)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,465.00","STO","2","$4.32","$862.04"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,435.00","STC","1","$1.90","$189.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,435.00","STC","1","$1.90","$189.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,440.00","BTC","2","$2.25","($451.96)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,515.00","BTO","2","$2.00","($401.96)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Call $7,510.00","STO","2","$2.70","$538.04"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,440.00","STO","1","$4.72","$471.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,435.00","BTO","1","$3.97","($397.98)"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,440.00","STO","1","$4.72","$471.02"
"5/14/2026","5/14/2026","5/15/2026","SPXW","SPXW 5/14/2026 Put $7,435.00","BTO","1","$3.97","($397.98)"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Put $7,445.00","OASGN","10","",""
"5/13/2026","5/13/2026","5/14/2026","SPXW","Option Maturity: Cash Component","OCC","","","($750.00)"
"5/13/2026","5/13/2026","5/14/2026","SPXW","Option Expiration for SPXW 5/13/2026 Call $7,465.00","OEXP","11","",""
"5/13/2026","5/13/2026","5/14/2026","SPXW","Option Expiration for SPXW 5/13/2026 Put $7,440.00","OEXP","10S","",""
"5/13/2026","5/13/2026","5/14/2026","SPXW","Option Expiration for SPXW 5/13/2026 Call $7,470.00","OEXP","11S","",""
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Put $7,440.00","BTO","10","$0.37","($378.90)"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Put $7,445.00","STO","10","$0.82","$811.10"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Call $7,445.00","STC","4","$12.00","$4,796.08"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Call $7,440.00","BTC","4","$16.70","($6,683.92)"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Call $7,470.00","BTO","11","$1.40","($1,550.78)"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Call $7,465.00","STO","11","$2.05","$2,244.22"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Call $7,445.00","BTO","4","$1.17","($471.92)"
"5/13/2026","5/13/2026","5/14/2026","SPXW","SPXW 5/13/2026 Call $7,440.00","STO","4","$1.67","$664.08"
"5/13/2026","5/13/2026","5/14/2026","ETN","Eaton
CUSIP: G29183103
Dividend Reinvestment","Buy","0.008305","$400.95","($3.33)"
"5/12/2026","5/12/2026","5/12/2026","","Brokerage-held Cash Interest Payment","INT","","","$1.79"
"5/12/2026","5/12/2026","5/12/2026","ETN","Cash Div: R/D 2026-05-08 P/D 2026-05-29 - 3.027946 shares at 1.1","CDIV","","","$3.33"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,320.00","STC","4","$0.42","$164.44"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,325.00","BTC","4","$0.52","($211.56)"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,320.00","BTO","1","$2.70","($270.98)"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,320.00","BTO","1","$2.70","($270.98)"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,320.00","BTO","1","$2.70","($270.98)"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,320.00","BTO","1","$2.70","($270.98)"
"5/12/2026","5/12/2026","5/13/2026","SPXW","SPXW 5/12/2026 Put $7,325.00","STO","4","$3.30","$1,316.08"
"5/11/2026","5/11/2026","5/12/2026","SPY","SPY 5/11/2026 Call $741.00","BTC","8","$0.08","($64.32)"
"5/11/2026","5/11/2026","5/12/2026","SPY","SPY 5/11/2026 Call $743.00","STC","8","$0.02","$15.64"
"5/11/2026","5/11/2026","5/12/2026","SPY","SPY 5/11/2026 Call $743.00","BTO","8","$0.09","($72.32)"
"5/11/2026","5/11/2026","5/12/2026","SPY","SPY 5/11/2026 Call $741.00","STO","8","$0.30","$239.64"
"5/11/2026","5/11/2026","5/12/2026","MU","Micron Technology
CUSIP: 595112103","Buy","2","$785.64","($1,571.28)"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
